9FZ713242Y0193798B,101,102,2014-08-01,6849-1748-243,1640-7041-491,450367,450367,USD,1,This was a loan installment,2017-03-01,0
0KA415641Q6059894C,101,102,2014-09-01,6849-1748-243,1640-7041-491,189692,189692,USD,1,This was a loan installment,2017-03-01,0
2JZ564962C9628508V,101,102,2014-10-01,6849-1748-243,1640-7041-491,526844,526844,USD,1,This was a loan installment,2017-03-01,0
5UW063750P2748308R,101,102,2015-01-01,6849-1748-243,1640-7041-491,311289,311289,USD,1,This was a loan installment,2017-03-01,0
5GI920475Q1124527K,101,102,2015-02-01,6849-1748-243,1640-7041-491,464199,464199,USD,1,This was a loan installment,2017-03-01,0
0XY295392T0578589P,101,102,2015-03-01,6849-1748-243,1640-7041-491,957754,957754,USD,1,This was a loan installment,2017-03-01,0
7LC913121V7076570U,101,102,2015-04-01,6849-1748-243,1640-7041-491,809581,809581,USD,1,This was a loan installment,2017-03-01,0
2AM770188A8615819G,101,102,2015-07-01,6849-1748-243,1640-7041-491,900223,900223,USD,1,This was a loan installment,2017-03-01,0
7BA746776C8485786D,101,102,2015-08-01,6849-1748-243,1640-7041-491,819076,819076,USD,1,This was a loan installment,2017-03-01,0
1CR722999N1132360P,101,102,2015-09-01,6849-1748-243,1640-7041-491,332547,332547,USD,1,This was a loan installment,2017-03-01,0
9XX502627H5020463D,101,102,2015-10-01,6849-1748-243,1640-7041-491,986674,986674,USD,1,This was a loan installment,2017-03-01,0
9FC450282O1264155R,101,102,2015-11-01,6849-1748-243,1640-7041-491,226396,226396,USD,1,This was a loan installment,2017-03-01,0
9DO058549W2212781J,101,102,2015-12-01,6849-1748-243,1640-7041-491,152174,152174,USD,1,This was a loan installment,2017-03-01,0
2DX881369E7453640S,101,102,2016-01-01,6849-1748-243,1640-7041-491,178701,178701,USD,1,This was a loan installment,2017-03-01,0
2LE776851W2981473G,101,102,2016-02-01,6849-1748-243,1640-7041-491,958009,958009,USD,1,This was a loan installment,2017-03-01,0
4RA875365G7297127M,101,102,2016-03-01,6849-1748-243,1640-7041-491,548682,548682,USD,1,This was a loan installment,2017-03-01,0
9IP692577R7269320S,101,102,2016-04-01,6849-1748-243,1640-7041-491,613364,613364,USD,1,This was a loan installment,2017-03-01,0
9MW313600Z0046491T,101,102,2016-05-01,6849-1748-243,1640-7041-491,469424,469424,USD,1,This was a loan installment,2017-03-01,0
7IJ132365Z5080279V,101,102,2016-07-01,6849-1748-243,1640-7041-491,891064,891064,USD,1,This was a loan installment,2017-03-01,0
9IF729742V4423347S,101,102,2016-08-01,6849-1748-243,1640-7041-491,669499,669499,USD,1,This was a loan installment,2017-03-01,0
7BA324601U9805098B,101,102,2016-09-01,6849-1748-243,1640-7041-491,70101,70101,USD,1,This was a loan installment,2017-03-01,0
4MQ596748K2693385Y,101,102,2016-10-01,6849-1748-243,1640-7041-491,480100,480100,USD,1,This was a loan installment,2017-03-01,0
6ZJ426575I5418675P,101,102,2016-11-01,6849-1748-243,1640-7041-491,663391,663391,USD,1,This was a loan installment,2017-03-01,0
6YZ967698Z7096416X,102,103,2014-01-01,9543-1873-138,3809-1078-254,620306,620306,USD,1,This was a credit card statement repayment,2017-03-01,0
1IZ074143S7127280B,102,103,2014-02-01,9543-1873-138,3809-1078-254,615696,615696,USD,1,This was a credit card statement repayment,2017-03-01,0
5TA637727H8647489O,102,103,2014-03-01,9543-1873-138,3809-1078-254,185053,185053,USD,1,This was a credit card statement repayment,2017-03-01,0
9ZA746126Y5718903W,102,103,2014-06-01,9543-1873-138,3809-1078-254,601760,601760,USD,1,This was a credit card statement repayment,2017-03-01,0
6XU254082B6331211U,102,103,2014-07-01,9543-1873-138,3809-1078-254,574440,574440,USD,1,This was a credit card statement repayment,2017-03-01,0
2JJ542481G8115330F,102,103,2014-08-01,9543-1873-138,3809-1078-254,904379,904379,USD,1,This was a credit card statement repayment,2017-03-01,0
2HH243584M5746533L,102,103,2014-09-01,9543-1873-138,3809-1078-254,465297,465297,USD,1,This was a credit card statement repayment,2017-03-01,0
6WQ585642I7869594W,102,103,2014-12-01,9543-1873-138,3809-1078-254,452404,452404,USD,1,This was a credit card statement repayment,2017-03-01,0
6CV912749R3005294G,102,103,2015-01-01,9543-1873-138,3809-1078-254,581149,581149,USD,1,This was a credit card statement repayment,2017-03-01,0
5IJ456572S3248888T,102,103,2015-02-01,9543-1873-138,3809-1078-254,746110,746110,USD,1,This was a credit card statement repayment,2017-03-01,0
6WU387601B5154916T,102,103,2015-03-01,9543-1873-138,3809-1078-254,930559,930559,USD,1,This was a credit card statement repayment,2017-03-01,0
0TE504632U1508892L,102,103,2015-04-01,9543-1873-138,3809-1078-254,493186,493186,USD,1,This was a credit card statement repayment,2017-03-01,0
1SR716753C4765155A,102,103,2015-05-01,9543-1873-138,3809-1078-254,636821,636821,USD,1,This was a credit card statement repayment,2017-03-01,0
1UF960063X1978946L,102,103,2015-06-01,9543-1873-138,3809-1078-254,461217,461217,USD,1,This was a credit card statement repayment,2017-03-01,0
4VQ217909T6193490W,102,103,2015-07-01,9543-1873-138,3809-1078-254,960065,960065,USD,1,This was a credit card statement repayment,2017-03-01,0
6PG024642R9567017Y,102,103,2015-09-01,9543-1873-138,3809-1078-254,468928,468928,USD,1,This was a credit card statement repayment,2017-03-01,0
9IN997143I8390047K,102,103,2015-10-01,9543-1873-138,3809-1078-254,883872,883872,USD,1,This was a credit card statement repayment,2017-03-01,0
5JT041233O9958460O,102,103,2015-11-01,9543-1873-138,3809-1078-254,908683,908683,USD,1,This was a credit card statement repayment,2017-03-01,0
8HL564062W6870686B,102,103,2015-12-01,9543-1873-138,3809-1078-254,868876,868876,USD,1,This was a credit card statement repayment,2017-03-01,0
2HD393594Q8958841N,102,103,2016-01-01,9543-1873-138,3809-1078-254,99355,99355,USD,1,This was a credit card statement repayment,2017-03-01,0
9RL355316F6988350M,102,103,2016-03-01,9543-1873-138,3809-1078-254,791394,791394,USD,1,This was a credit card statement repayment,2017-03-01,0
6LD536543G6224108S,102,103,2016-04-01,9543-1873-138,3809-1078-254,470246,470246,USD,1,This was a credit card statement repayment,2017-03-01,0
9ZE800508K0305622U,102,103,2016-05-01,9543-1873-138,3809-1078-254,418585,418585,USD,1,This was a credit card statement repayment,2017-03-01,0
7CF485147L8358532L,102,103,2016-06-01,9543-1873-138,3809-1078-254,227986,227986,USD,1,This was a credit card statement repayment,2017-03-01,0
2XN456470R8503174U,102,103,2016-07-01,9543-1873-138,3809-1078-254,520078,520078,USD,1,This was a credit card statement repayment,2017-03-01,0
6VK966313X1707428M,102,103,2016-08-01,9543-1873-138,3809-1078-254,456002,456002,USD,1,This was a credit card statement repayment,2017-03-01,0
8JL216180G5557182V,102,103,2016-11-01,9543-1873-138,3809-1078-254,140619,140619,USD,1,This was a credit card statement repayment,2017-03-01,0
6ZV363167S2561657V,102,103,2016-12-01,9543-1873-138,3809-1078-254,490679,490679,USD,1,This was a credit card statement repayment,2017-03-01,0
8NN563199N0574993P,102,104,2014-01-01,9401-4928-121,1097-6582-590,810056,810056,USD,1,This was a transfer from one account to a joint account,2017-03-01,0
0OE482956J7951943H,102,104,2014-02-01,9401-4928-121,1097-6582-590,560815,560815,USD,1,This was a transfer from one account to a joint account,2017-03-01,0
8YU467805K9583355H,102,104,2014-03-01,9401-4928-121,1097-6582-590,947202,947202,USD,1,This was a transfer from one account to a joint account,2017-03-01,0
8EX694428J9186401K,102,104,2014-06-01,9401-4928-121,1097-6582-590,178311,178311,USD,1,This was a transfer from one account to a joint account,2017-03-01,0
4GH271417Z6156102U,102,104,2014-07-01,9401-4928-121,1097-6582-590,5571,5571,USD,1,This was a transfer from one account to a joint account,2017-03-01,0
3ZW571277I6818014K,102,104,2014-08-01,9401-4928-121,1097-6582-590,610337,610337,USD,1,This was a transfer from one account to a joint account,2017-03-01,0
4JY005379L5068994N,102,104,2014-09-01,9401-4928-121,1097-6582-590,362922,362922,USD,1,This was a transfer from one account to a joint account,2017-03-01,0
8AE054697R5916337V,102,104,2014-12-01,9401-4928-121,1097-6582-590,641450,641450,USD,1,This was a transfer from one account to a joint account,2017-03-01,0
2ST179668D3337215X,102,104,2015-01-01,9401-4928-121,1097-6582-590,732297,732297,USD,1,This was a transfer from one account to a joint account,2017-03-01,0
3MV274075K7472727U,102,104,2015-02-01,9401-4928-121,1097-6582-590,490414,490414,USD,1,This was a transfer from one account to a joint account,2017-03-01,0
1XA914053R2353974Z,102,104,2015-03-01,9401-4928-121,1097-6582-590,617048,617048,USD,1,This was a transfer from one account to a joint account,2017-03-01,0
0JI205173S8476401N,102,104,2015-04-01,9401-4928-121,1097-6582-590,385302,385302,USD,1,This was a transfer from one account to a joint account,2017-03-01,0
2UT593270Y7002487Z,102,104,2015-05-01,9401-4928-121,1097-6582-590,418766,418766,USD,1,This was a transfer from one account to a joint account,2017-03-01,0
8UZ606659A6187298X,102,104,2015-07-01,9401-4928-121,1097-6582-590,227592,227592,USD,1,This was a transfer from one account to a joint account,2017-03-01,0
4YX182993L7884668R,102,104,2015-08-01,9401-4928-121,1097-6582-590,15175,15175,USD,1,This was a transfer from one account to a joint account,2017-03-01,0
3FD582168X3132878W,102,104,2015-09-01,9401-4928-121,1097-6582-590,825172,825172,USD,1,This was a transfer from one account to a joint account,2017-03-01,0
2YK562984C0377427X,102,104,2015-10-01,9401-4928-121,1097-6582-590,378967,378967,USD,1,This was a transfer from one account to a joint account,2017-03-01,0
6MC989637W0893112V,102,104,2015-11-01,9401-4928-121,1097-6582-590,906627,906627,USD,1,This was a transfer from one account to a joint account,2017-03-01,0
5WH597113J4166810X,102,104,2016-02-01,9401-4928-121,1097-6582-590,217230,217230,USD,1,This was a transfer from one account to a joint account,2017-03-01,0
1MT791155B5902556L,102,104,2016-03-01,9401-4928-121,1097-6582-590,246296,246296,USD,1,This was a transfer from one account to a joint account,2017-03-01,0
2YY849602A0316341P,102,104,2016-04-01,9401-4928-121,1097-6582-590,775087,775087,USD,1,This was a transfer from one account to a joint account,2017-03-01,0
1EH700364I2936628V,102,104,2016-05-01,9401-4928-121,1097-6582-590,555504,555504,USD,1,This was a transfer from one account to a joint account,2017-03-01,0
2IC383119W1274448W,102,104,2016-06-01,9401-4928-121,1097-6582-590,872339,872339,USD,1,This was a transfer from one account to a joint account,2017-03-01,0
8EK518769C3969608Q,102,104,2016-07-01,9401-4928-121,1097-6582-590,974009,974009,USD,1,This was a transfer from one account to a joint account,2017-03-01,0
5WK540382K3065162P,102,104,2016-10-01,9401-4928-121,1097-6582-590,303642,303642,USD,1,This was a transfer from one account to a joint account,2017-03-01,0
9FN225406M9789533V,102,104,2016-11-01,9401-4928-121,1097-6582-590,497982,497982,USD,1,This was a transfer from one account to a joint account,2017-03-01,0
1TX295790X4524122Z,102,104,2016-12-01,9401-4928-121,1097-6582-590,831389,831389,USD,1,This was a transfer from one account to a joint account,2017-03-01,0
9IO396519V6165965L,102,105,2014-01-01,4781-1911-065,1760-1852-698,130610,99263.6,CAD,0.76,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
0MN412461Q8883417B,102,105,2014-02-01,4781-1911-065,1760-1852-698,82231,62495.56,CAD,0.76,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
0MU160352V8783682C,102,105,2014-03-01,4781-1911-065,1760-1852-698,445511,338588.36,CAD,0.76,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
1PH096882Y2300467K,102,105,2014-04-01,4781-1911-065,1760-1852-698,378079,287340.04,CAD,0.76,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
8LW970024V8984415Y,102,105,2014-05-01,4781-1911-065,1760-1852-698,623679,473996.04,CAD,0.76,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
8SC943236M9235303D,102,105,2014-09-01,4781-1911-065,1760-1852-698,267681,203437.56,CAD,0.76,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
4JG272224W5034952T,102,105,2014-10-01,4781-1911-065,1760-1852-698,905791,688401.16,CAD,0.76,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
4LT785584Y2838626R,102,105,2014-11-01,4781-1911-065,1760-1852-698,104894,79719.44,CAD,0.76,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
9IL826374D5851634P,102,105,2014-12-01,4781-1911-065,1760-1852-698,10247,7787.72,CAD,0.76,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
5TA796886P1487260D,102,105,2015-03-01,4781-1911-065,1760-1852-698,955570,726233.2,CAD,0.76,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
8TL922830Z9397541X,102,105,2015-04-01,4781-1911-065,1760-1852-698,243913,185373.88,CAD,0.76,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
0FQ480789I1545955R,102,105,2015-05-01,4781-1911-065,1760-1852-698,480341,365059.16,CAD,0.76,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
9RG247247B0498066D,102,105,2015-06-01,4781-1911-065,1760-1852-698,901147,684871.72,CAD,0.76,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
3FE302586D1044891E,102,105,2015-07-01,4781-1911-065,1760-1852-698,210182,159738.32,CAD,0.76,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
1GV817535O6574128J,102,105,2015-10-01,4781-1911-065,1760-1852-698,677408,514830.08,CAD,0.76,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
1TV264097L0553656D,102,105,2015-11-01,4781-1911-065,1760-1852-698,601242,456943.92,CAD,0.76,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
5BS759685D5407454C,102,105,2015-12-01,4781-1911-065,1760-1852-698,482572,366754.72,CAD,0.76,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
2VJ811857P9767136Y,102,105,2016-01-01,4781-1911-065,1760-1852-698,751461,571110.36,CAD,0.76,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
8GB358264U4206187V,102,105,2016-02-01,4781-1911-065,1760-1852-698,403288,306498.88,CAD,0.76,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
1WK567616Q7406600Q,102,105,2016-03-01,4781-1911-065,1760-1852-698,247193,187866.68,CAD,0.76,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
5UJ960059N9368148U,102,105,2016-04-01,4781-1911-065,1760-1852-698,762193,579266.68,CAD,0.76,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
0RA058990O2475194D,102,105,2016-05-01,4781-1911-065,1760-1852-698,510926,388303.76,CAD,0.76,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
8NW481903Z2227062P,102,105,2016-06-01,4781-1911-065,1760-1852-698,844733,641997.08,CAD,0.76,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
9SB415580B1170701O,102,105,2016-07-01,4781-1911-065,1760-1852-698,642197,488069.72,CAD,0.76,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
1PE759830F0443445U,102,105,2016-08-01,4781-1911-065,1760-1852-698,324437,246572.12,CAD,0.76,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
5HU933228L5182439Q,102,105,2016-10-01,4781-1911-065,1760-1852-698,321546,244374.96,CAD,0.76,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
8JT106658A6453853Y,102,105,2016-11-01,4781-1911-065,1760-1852-698,63699,48411.24,CAD,0.76,A family member from outside US made this transfer to his US resident kin,2017-03-01,0
6KM266725U3325170A,101,106,2014-01-01,3854-5488-578,1970-4555-899,560748,689720.04,GBP,1.23,This was a transaction made to a freelancer,2017-03-01,0
2YW978136K6139478A,101,106,2014-02-01,3854-5488-578,1970-4555-899,809037,995115.51,GBP,1.23,This was a transaction made to a freelancer,2017-03-01,0
2ZH246879P8351729G,101,106,2014-04-01,3854-5488-578,1970-4555-899,180045,221455.35,GBP,1.23,This was a transaction made to a freelancer,2017-03-01,0
7EB385163T0989544E,101,106,2014-05-01,3854-5488-578,1970-4555-899,941336,1157843.28,GBP,1.23,This was a transaction made to a freelancer,2017-03-01,0
3TR345515F6617009V,101,106,2014-06-01,3854-5488-578,1970-4555-899,276645,340273.35,GBP,1.23,This was a transaction made to a freelancer,2017-03-01,0
7XE113042Z0434529F,101,106,2014-09-01,3854-5488-578,1970-4555-899,809920,996201.6,GBP,1.23,This was a transaction made to a freelancer,2017-03-01,0
5GK900185C7571358L,101,106,2014-10-01,3854-5488-578,1970-4555-899,565669,695772.87,GBP,1.23,This was a transaction made to a freelancer,2017-03-01,0
6JF847122H3649139H,101,106,2014-11-01,3854-5488-578,1970-4555-899,225932,277896.36,GBP,1.23,This was a transaction made to a freelancer,2017-03-01,0
8SL729828O2895618N,101,106,2014-12-01,3854-5488-578,1970-4555-899,963572,1185193.56,GBP,1.23,This was a transaction made to a freelancer,2017-03-01,0
8WD428328X8552033C,101,106,2015-03-01,3854-5488-578,1970-4555-899,934859,1149876.57,GBP,1.23,This was a transaction made to a freelancer,2017-03-01,0
3YY294392Y9136672L,101,106,2015-04-01,3854-5488-578,1970-4555-899,852707,1048829.61,GBP,1.23,This was a transaction made to a freelancer,2017-03-01,0
3LM953406L9051261Q,101,106,2015-05-01,3854-5488-578,1970-4555-899,597820,735318.6,GBP,1.23,This was a transaction made to a freelancer,2017-03-01,0
5AS516805I0953976W,101,106,2015-06-01,3854-5488-578,1970-4555-899,72856,89612.88,GBP,1.23,This was a transaction made to a freelancer,2017-03-01,0
4MK688892Q3094060R,101,106,2015-07-01,3854-5488-578,1970-4555-899,873571,1074492.33,GBP,1.23,This was a transaction made to a freelancer,2017-03-01,0
7QA452557M3360600N,101,106,2015-11-01,3854-5488-578,1970-4555-899,985861,1212609.03,GBP,1.23,This was a transaction made to a freelancer,2017-03-01,0
1NA525029C0284675F,101,106,2015-12-01,3854-5488-578,1970-4555-899,698856,859592.88,GBP,1.23,This was a transaction made to a freelancer,2017-03-01,0
4QU628484Y9273327P,101,106,2016-01-01,3854-5488-578,1970-4555-899,536171,659490.33,GBP,1.23,This was a transaction made to a freelancer,2017-03-01,0
2DB506845C8155336G,101,106,2016-02-01,3854-5488-578,1970-4555-899,785110,965685.3,GBP,1.23,This was a transaction made to a freelancer,2017-03-01,0
9PL563974M0395652B,101,106,2016-03-01,3854-5488-578,1970-4555-899,801935,986380.05,GBP,1.23,This was a transaction made to a freelancer,2017-03-01,0
0HL536853N1910862S,101,106,2016-04-01,3854-5488-578,1970-4555-899,595655,732655.65,GBP,1.23,This was a transaction made to a freelancer,2017-03-01,0
0AF613004O6126657P,101,106,2016-05-01,3854-5488-578,1970-4555-899,208679,256675.17,GBP,1.23,This was a transaction made to a freelancer,2017-03-01,0
6DH405591L1151668S,101,106,2016-06-01,3854-5488-578,1970-4555-899,282658,347669.34,GBP,1.23,This was a transaction made to a freelancer,2017-03-01,0
0XN573464S2292800L,101,106,2016-07-01,3854-5488-578,1970-4555-899,399648,491567.04,GBP,1.23,This was a transaction made to a freelancer,2017-03-01,0
0HA166501E5219029Y,101,106,2016-08-01,3854-5488-578,1970-4555-899,922906,1135174.38,GBP,1.23,This was a transaction made to a freelancer,2017-03-01,0
8EK219095H2002611W,101,106,2016-09-01,3854-5488-578,1970-4555-899,956551,1176557.73,GBP,1.23,This was a transaction made to a freelancer,2017-03-01,0
1QC731248Y3293827R,101,106,2016-10-01,3854-5488-578,1970-4555-899,287176,353226.48,GBP,1.23,This was a transaction made to a freelancer,2017-03-01,0
3JY434290Y8255683I,101,106,2016-11-01,3854-5488-578,1970-4555-899,122869,151128.87,GBP,1.23,This was a transaction made to a freelancer,2017-03-01,0
5WV907206U3007226E,102,107,2014-02-01,2718-6788-380,1838-5694-849,403689,88811.58,MYR,0.22,This installment was made to pay off debt,2017-03-01,0
5UN693445W4500044R,102,107,2014-03-01,2718-6788-380,1838-5694-849,526911,115920.42,MYR,0.22,This installment was made to pay off debt,2017-03-01,0
8XV844131C3013867E,102,107,2014-04-01,2718-6788-380,1838-5694-849,830977,182814.94,MYR,0.22,This installment was made to pay off debt,2017-03-01,0
8ZP239090O5078817H,102,107,2014-05-01,2718-6788-380,1838-5694-849,627950,138149,MYR,0.22,This installment was made to pay off debt,2017-03-01,0
0VL304676V5016170O,102,107,2014-06-01,2718-6788-380,1838-5694-849,512372,112721.84,MYR,0.22,This installment was made to pay off debt,2017-03-01,0
6OW176315G8374260B,102,107,2014-07-01,2718-6788-380,1838-5694-849,889425,195673.5,MYR,0.22,This installment was made to pay off debt,2017-03-01,0
8XT991548J6111875T,102,107,2014-10-01,2718-6788-380,1838-5694-849,706332,155393.04,MYR,0.22,This installment was made to pay off debt,2017-03-01,0
5SQ542179I8424289E,102,107,2014-11-01,2718-6788-380,1838-5694-849,97034,21347.48,MYR,0.22,This installment was made to pay off debt,2017-03-01,0
1WH271591G1836134L,102,107,2014-12-01,2718-6788-380,1838-5694-849,956707,210475.54,MYR,0.22,This installment was made to pay off debt,2017-03-01,0
3YX283870V6540334P,102,107,2015-01-01,2718-6788-380,1838-5694-849,457287,100603.14,MYR,0.22,This installment was made to pay off debt,2017-03-01,0
5UU203823S9094591M,102,107,2015-02-01,2718-6788-380,1838-5694-849,502658,110584.76,MYR,0.22,This installment was made to pay off debt,2017-03-01,0
1EO447880H7551009X,102,107,2015-03-01,2718-6788-380,1838-5694-849,263370,57941.4,MYR,0.22,This installment was made to pay off debt,2017-03-01,0
6VB981892V9795870E,102,107,2015-06-01,2718-6788-380,1838-5694-849,980365,215680.3,MYR,0.22,This installment was made to pay off debt,2017-03-01,0
4IQ777145F5878017X,102,107,2015-07-01,2718-6788-380,1838-5694-849,989542,217699.24,MYR,0.22,This installment was made to pay off debt,2017-03-01,0
9OX343868P0853637I,102,107,2015-08-01,2718-6788-380,1838-5694-849,461391,101506.02,MYR,0.22,This installment was made to pay off debt,2017-03-01,0
5TM484908L3841624V,102,107,2015-09-01,2718-6788-380,1838-5694-849,566179,124559.38,MYR,0.22,This installment was made to pay off debt,2017-03-01,0
3BS953220F2434227Q,102,107,2015-10-01,2718-6788-380,1838-5694-849,924170,203317.4,MYR,0.22,This installment was made to pay off debt,2017-03-01,0
0QN547392N8581748G,102,107,2015-11-01,2718-6788-380,1838-5694-849,575319,126570.18,MYR,0.22,This installment was made to pay off debt,2017-03-01,0
5CE023061P9360821S,102,107,2015-12-01,2718-6788-380,1838-5694-849,41012,9022.64,MYR,0.22,This installment was made to pay off debt,2017-03-01,0
4OV782749A0840699I,102,107,2016-01-01,2718-6788-380,1838-5694-849,632577,139166.94,MYR,0.22,This installment was made to pay off debt,2017-03-01,0
6VG237334H3004010O,102,107,2016-05-01,2718-6788-380,1838-5694-849,754343,165955.46,MYR,0.22,This installment was made to pay off debt,2017-03-01,0
6WV727451G8426567E,102,107,2016-06-01,2718-6788-380,1838-5694-849,972301,213906.22,MYR,0.22,This installment was made to pay off debt,2017-03-01,0
5GN058613Y7327513W,102,107,2016-07-01,2718-6788-380,1838-5694-849,582396,128127.12,MYR,0.22,This installment was made to pay off debt,2017-03-01,0
8JO436070E0117650Y,102,107,2016-08-01,2718-6788-380,1838-5694-849,360633,79339.26,MYR,0.22,This installment was made to pay off debt,2017-03-01,0
3OX999071I8549794M,102,107,2016-09-01,2718-6788-380,1838-5694-849,245968,54112.96,MYR,0.22,This installment was made to pay off debt,2017-03-01,0
3VD426462Z0006020I,102,107,2016-10-01,2718-6788-380,1838-5694-849,689974,151794.28,MYR,0.22,This installment was made to pay off debt,2017-03-01,0
2CP722708S4489656V,102,107,2016-11-01,2718-6788-380,1838-5694-849,318117,69985.74,MYR,0.22,This installment was made to pay off debt,2017-03-01,0
